,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
53,128068682,How To Bake,"How To Bake, a cookbook from The Great British Baking Show's Paul Hollywood — it's filled with tips and tricks that'll ensure your loved one receives one of his legendary handshakes.",in stock,new,11.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068682,https://img.buzzfeed.com/buzzfeed-static/static/2019-12/15/23/asset/566d5b4e883e/sub-buzz-6917-1576451344-4.jpg?resize=625:804,Amazon,hbraga/best-gifts-2021,USD,cleaning
57,128068687,trio of products from Glossier,A trio of products from Glossier for your friend who has always *wanted* to know how to put together a daily makeup routine but never had the right items to do so.,in stock,new,40.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068687,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/23/21/asset/92dd0c2927ba/sub-buzz-774-1603486865-35.png?resize=625:*,"Glossier,glossier",hbraga/best-gifts-2021,USD,skincare
58,128068693,pen,A pen with a cap that looks like their favorite Harry Potter character's wand so they can shout spells and wave it around with great flourish whenever the moment feels right.,in stock,new,8.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068693,https://img.buzzfeed.com/buzzfeed-static/static/2018-11/20/13/asset/buzzfeed-prod-web-04/sub-buzz-30620-1542737178-1.jpg?resize=625:684,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
59,128068692,mini humidifier,An adorable mini humidifier for your partner who is always complaining about their chapped lips and dry mouth when the wake up during the winter.,in stock,new,14.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068692,https://img.buzzfeed.com/buzzfeed-static/static/2020-11/4/15/asset/d6cc2a0c993f/sub-buzz-3292-1604503328-4.jpg,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion,skincare"
61,128075200,Glow Recipe set,A Glow Recipe set complete with a trio of Watermelon Glow Magic products that'll help hydrate your pal's skin and also dress-up their bathroom vanity with a splash of pretty pink bottles.,in stock,new,49.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128075200,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/1/20/asset/b17ad537caf0/sub-buzz-413-1635797507-18.png?resize=625:623,"Glow Recipe,Sephora,sephora",hbraga/best-gifts-2021,USD,cleaning
62,128068694,Yeti cooler,A splurge-worthy Yeti cooler they'll absolutely lose their mind over when they realize they can fill it with up to 26 cans and ice!,in stock,new,299.98 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068694,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/1/17/asset/7ee4441aa424/sub-buzz-413-1635787779-10.jpg?resize=625:625,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
63,128068696,two-piece outfit,A two-piece outfit they can wear together or separate for an entire slew of other outfits! A gift that'll keep on giving.,in stock,new,20.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068696,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/1/17/asset/fef7b7d02a3f/sub-buzz-454-1635788117-4.jpg?resize=625:875,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
65,128068701,10-motor massage mat,A 10-motor massage mat with a lumbar area that can heat up to 140 degrees in less than eight minutes! It has three vibration intensity levels to choose from...you honestly might want to keep this one for yourself.,in stock,new,66.49 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068701,https://img.buzzfeed.com/buzzfeed-static/static/2019-11/20/19/asset/8efe46630b39/sub-buzz-916-1574278563-2.jpg?resize=625:418,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
66,128068704,handheld light,A handheld light your partner will surely find themselves *mooning* over each night.,in stock,new,16.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068704,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/30/19/asset/b8b0d95f524f/sub-buzz-85-1604087324-26.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
67,128075369,Mario Party Superstars,Mario Party Superstars for the Nintendo Switch; buy it for your roommate so you selfishly get to join them for hours of endless fun and competitive banter.,in stock,new,59.88 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128075369,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/1/20/asset/2b6ee87a3ad2/sub-buzz-493-1635798788-1.jpg,"Walmart,walmart",hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
69,128068705,bundle from Haus Laboratories,"A bundle from Haus Laboratories, a sure to be appreciated gift for any beauty fiend who also worships Lady Gaga.",in stock,new,49.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068705,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/13/18/asset/5c793c2b22de/sub-buzz-2565-1602613531-10.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,cleaning
71,128076016,Instant Pot,An ever-popular Instant Pot with so many uses they'll need to take a deep breath before deciding what warm 'n' cozy meals to make with it first.,in stock,new,69.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128076016,https://img.buzzfeed.com/buzzfeed-static/static/2021-04/27/19/asset/4c3b34fa40e4/sub-buzz-755-1619553081-1.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,cleaning
72,128076020,bread-making machine,"A bread-making machine that'll fill their home with the aroma of freshly baked bread — is there any better smell than that on a cold, wintry day? I think not.",in stock,new,84.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128076020,https://img.buzzfeed.com/buzzfeed-static/static/2021-10/27/20/asset/46178361835c/sub-buzz-1773-1635366318-3.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,cleaning
74,128076017,Christmas-themed coloring book,A Christmas-themed coloring book they can use to peacefully unwind while listening to their holiday favorites — no screens needed for this brand of fun!,in stock,new,8.76 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128076017,https://img.buzzfeed.com/buzzfeed-static/static/2021-10/27/16/asset/91b6f0310f90/sub-buzz-937-1635351892-15.jpg?resize=625:833,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
75,128068706,23andMe DNA testing kit,A 23andMe DNA testing kit that'll give your grandparents a full breakdown of just how Italian they are.,in stock,new,99.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068706,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/13/8/asset/457d4b512124/sub-buzz-1694-1602577152-5.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
76,128068710,Oxo Pop containers,A set of Oxo Pop containers can match all of their appliances and keep their pantry so neat and orderly Marie Kondo would burst into tears of joy upon seeing it.,in stock,new,51.5 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068710,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/30/18/asset/b75e5251f1cc/sub-buzz-2475-1604083587-17.jpg?resize=625:625,Amazon,hbraga/best-gifts-2021,USD,cleaning
77,128068711,whipped shower icing,A jar of whipped shower icing available in over 50 scent combinations — please remind your friend *not* to eat this even though it kinda looks and smells delicious...,in stock,new,15.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068711,https://img.buzzfeed.com/buzzfeed-static/static/2020-09/8/17/asset/d5a34da150f9/sub-buzz-240-1599586478-22.png?resize=625:*,etsy,hbraga/best-gifts-2021,USD,cleaning
78,128068712,sloth-shaped tea infuser,A sloth-shaped tea infuser for lazy Sunday mornings when they should be taking things *slow*.,in stock,new,6.8 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068712,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/30/19/asset/58db7ca42be9/sub-buzz-77-1604087066-13.jpg?resize=625:625,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
79,128068717,Sherpa-lined joggers,"Sherpa-lined joggers to conceal the fact they're always absolutely freezing — great for anyone who, unlike Elsa, *is* bothered by the cold.",in stock,new,26.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068717,"https://img.buzzfeed.com/buzzfeed-static/static/2019-11/18/17/asset/343ab79214cc/sub-buzz-1509-1574097590-1.jpg?crop=581:1430;0,0&resize=625:*",Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
80,128068720,Nespresso Vertuo coffee and espresso maker,A Nespresso Vertuo coffee and espresso maker that'll have their favorite drink ready in minutes — say goodbye to your loved one's cranky morning mood.,in stock,new,160.94 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068720,"https://img.buzzfeed.com/buzzfeed-static/static/2019-11/24/17/asset/ff68db934a2a/sub-buzz-7555-1574615278-1.jpg?crop=1073:1392;0,0&resize=625:*",Amazon,hbraga/best-gifts-2021,USD,cleaning
81,128068722,cleaning pen,A cleaning pen to help your jewelry-obsessed parent keep their gems sparkling.,in stock,new,1.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068722,https://img.buzzfeed.com/buzzfeed-static/static/2019-02/13/13/asset/buzzfeed-prod-web-02/sub-buzz-20413-1550084223-1.png?resize=625:623,Amazon,hbraga/best-gifts-2021,USD,cleaning
82,128068723,classic teddy bear jacket,A classic teddy bear jacket they can cozy up in all season long.,in stock,new,34.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068723,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/15/1/asset/556cf6cb859a/sub-buzz-1259-1602726101-15.jpg?resize=625:625,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
83,128068724,zodiac trinket dish,A zodiac trinket dish for your pal who plans their entire life around their horoscope and whether or not Mercury is in retrograde.,in stock,new,12.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068724,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/1/17/asset/9d9f074b726d/sub-buzz-464-1635789477-38.png?resize=625:903,"Urban Outfitters,urbanoutfitters",hbraga/best-gifts-2021,USD,cleaning
84,128068725,reusable shopping bag,A trendy reusable shopping bag your pal will thank you for a second time after realizing how much easier it is to carry home their groceries using this re-foldable tote.,in stock,new,12.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068725,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/21/15/asset/c442038fa1a9/sub-buzz-3491-1603294486-26.jpg?resize=625:781,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
85,128068726,Vinyl record coasters,"Vinyl record coasters complete with recreations of iconic albums from Pink Floyd, Elton John, and The Beatles that'll make their heart sing.",in stock,new,15.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068726,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/19/16/asset/1c19d3cec28b/sub-buzz-6307-1603123990-10.png?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
86,128068728,National Geographic geode kit,A National Geographic geode kit that'll make for a *smashing* gift the entire family can have some fun with (and use to blow off some steam).,in stock,new,24.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068728,https://img.buzzfeed.com/buzzfeed-static/static/2019-11/26/20/asset/910dd7177572/sub-buzz-477-1574798662-4.jpg?resize=625:833,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
88,128068731,puzzle plateau,A puzzle plateau so they can work on their latest jigsaw in peace without hearing complaints that they're hogging the kitchen table.,in stock,new,69.98 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068731,https://img.buzzfeed.com/buzzfeed-static/static/2018-11/20/21/asset/buzzfeed-prod-web-05/sub-buzz-24186-1542766843-2.jpg?resize=625:625,Amazon,hbraga/best-gifts-2021,USD,cleaning
89,128068734,Glow-in-the-dark LED bands,Glow-in-the-dark LED bands for the runner in your life who manages to get up before the sun to get their workout in.,in stock,new,11.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068734,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/29/15/asset/a65daa3b3685/sub-buzz-144-1603985073-31.png?resize=625:631,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
90,128068735,pint glass,A pint glass featuring an illustration of your family member and their favorite hobby — just think of how cute your immediate fam will look sippin' out of them at the same time.,in stock,new,32.0 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068735,https://img.buzzfeed.com/buzzfeed-static/static/2018-11/12/14/asset/buzzfeed-prod-web-01/sub-buzz-16500-1542052713-9.jpg?resize=625:625,uncommongoods,hbraga/best-gifts-2021,USD,fast fashion
91,128068740,crewneck,A crewneck to help them express their entire mood — a skeleton sippin' on some coffee. It's just as relatable as it is comfortable!,in stock,new,31.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068740,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/22/17/asset/fbe2a54fa315/sub-buzz-86-1603389545-10.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
92,128068749,apron,"A ""Star Baker"" apron that'll protect their clothes from flour, oil, and other debris that can usually be found flying around their kitchen.",in stock,new,24.9 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068749,https://img.buzzfeed.com/buzzfeed-static/static/2020-11/1/20/asset/c7973dc7928e/sub-buzz-2700-1604263668-35.jpg,etsy,hbraga/best-gifts-2021,USD,cleaning
94,128068753,One Line a Day journal,A One Line a Day journal to provide anyone with a place to jot down a quick daily memory they can look back on for years to come — it'll last them five years!,in stock,new,15.26 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068753,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/1/18/asset/fef7b7d02a3f/sub-buzz-582-1635790860-26.jpg?resize=625:470,Amazon,hbraga/best-gifts-2021,USD,cleaning
95,128076060,Dungeons & Dragons,"Dungeons & Dragons can let them and their friends finally live out their nerdiest gaming fantasies. Whether they want to lead the pack as a Dungeon Master or pretend they're a wizard for a while, anything goes!",in stock,new,37.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128076060,https://img.buzzfeed.com/buzzfeed-static/static/2020-03/13/17/asset/05bae03554d5/sub-buzz-111-1584120991-1.jpg?resize=625:625,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
98,128068760,tie-dye sweatpants and long-sleeve set,A tie-dye sweatpants and long-sleeve set for a groovy option they can lounge in while rewatching That '70s Show for the hundredth time.,in stock,new,32.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068760,https://img.buzzfeed.com/buzzfeed-static/static/2020-07/22/16/asset/196fdcad5f1b/sub-buzz-273-1595434898-11.jpg?resize=625:852,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
99,128068765,scratch paper art set,A scratch paper art set that'll take your bestie right back to your elementary school days but also provide a fun way to decompress after a stressful day.,in stock,new,13.99 USD,https://www.buzzfeed.com/hbraga/best-gifts-2021?origin=sfp#128068765,https://img.buzzfeed.com/buzzfeed-static/static/2020-10/21/18/asset/c442038fa1a9/sub-buzz-3809-1603303394-1.jpg?resize=625:*,Amazon,hbraga/best-gifts-2021,USD,"cleaning,fast fashion"
,id,title,description,availability,condition,price,link,image_link,brand,custom_label_0,currency,custom_label_1
0,128183885,mini waffle maker,"A mini waffle maker that will make them feel like a contestant on the Great British Bake Off. Throw any waffle mixes in here and when it's done they can top it off with whatever they like — chocolate, ice cream, the possibilities are endless!",in stock,new,15.99 USD,https://www.buzzfeed.com/chantelturner/gifts-make-cooking-fun?origin=web-hf#128183885,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/16/23/asset/937a2ffed9ca/sub-buzz-11848-1637106850-27.jpg?resize=625:833,Amazon,chantelturner/gifts-make-cooking-fun,USD,"cleaning,fast fashion,skincare"
1,128174312,From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen by Snoop Dogg,"A copy of From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen by Snoop Dogg so they can try out some soulfully seasoned recipes! This Martha Stewart-approved cookbook features mouthwatering dishes like ""Mack and Cheese"" and ""Baby Got Back Ribs."" BRB, ordering this for my mom ASAP.",in stock,new,12.74 USD,https://www.buzzfeed.com/chantelturner/gifts-make-cooking-fun?origin=web-hf#128174312,https://img.buzzfeed.com/buzzfeed-static/static/2021-11/16/23/asset/1a1ebf066e79/sub-buzz-10594-1637106327-25.jpg?resize=625:833,Amazon,chantelturner/gifts-make-cooking-fun,USD,cleaning
2,128174314,penguin-shaped egg cooker,"A penguin-shaped egg cooker for the impatient person that's never heard the phrase ""a watched pot never boils."" Not only is this fun to look at, but it's multi-functional to boot! This three-in-one cook, store, and serve holder can be prepped the night before and instantly dropped into a pot the next day.",in stock,new,23.99 USD,https://www.buzzfeed.com/chantelturner/gifts-make-cooking-fun?origin=web-hf#128174314,https://img.buzzfeed.com/buzzfeed-static/static/2020-11/13/14/asset/78440aafbade/sub-buzz-4170-1605276427-13.png?resize=625:*,Amazon,chantelturner/gifts-make-cooking-fun,USD,"cleaning,fast fashion"
